Kode,Kategori,Jumlah Penjual,Rating,Jumlah Review,Harga
KFB07XKF5RM3,,1 yg jual,4.7,"61,543",1078299.9575 Rupiah
KFB07R2CNSTK,Toys & Games,4 penjual,,"15,839",345102.0 Rupiah
KFB01C5A2WJO,Toys & Games,12 yg jual,4.8,,503129.9575 Rupiah
KFB07C6C1SN3,Gift Cards,,4.8,"721,690",718962.5
KFB01CW4CR4I,Camera & Photo,,4.3,"16,340",IDR 575026.2075
KFB07TWFVDWT,Electronics,37 yg jual,,"95,064",2286300.75 Rupiah
KFB089DR29T6,Electronics,,4.7,"434,174",359337.45749999996
KFB07FSDTB22,"Clothing, Shoes & Jewelry",3 penjual,4.6,"43,986",
KFB0101BQV2I,"Clothing, Shoes & Jewelry",2 penjual,4.1,,172407.2075
KFB01CW4BVU4,Camera & Photo,,4.3,"6,008",431233.70749999996 rupiah
KFB08F4YT84C,Camera & Photo,,4.2,439,704439.4575
KF62976583,Books,1 penjual,4.9,"79,114",
KFB07YXL5HQ4,"Clothing, Shoes & Jewelry",2 penjual,4.7,,IDR 258682.7075
KFB000KI111Y,Toys & Games,34 yg jual,,"25,091",790714.9575
KFB07DVFQ1SV,Video Games,1 Penjual,4.7,"4,573",
KFB097ZMX6ZC,Toys & Games,1 yg jual,4.4,"11,092",
KFB00F4CEWOY,Video Games,1 yg jual,4.7,,287585.0 Rupiah
KFB07R2CNSTK,,4 Penjual,4.7,"15,839",345102.0 Rupiah
KFB01C9MW6MQ,Gift Cards,1 penjual,4.9,,359481.25 Rupiah
KFB086FNYH28,,1 Penjual,4.8,"721,690",IDR 718962.5
KFB015CCR1FW,Toys & Games,26 yg jual,4.7,,287441.20749999996 rupiah
KFB084J4MZK8,Electronics,1 yg jual,4.7,"267,821",
KFB074T91QTZ,,1 Penjual,4.5,"25,340",359481.25 rupiah
KFB08JB4LZ19,Camera & Photo,2 Penjual,,"1,116",1279609.4575 rupiah
KFB0721MB4L6,Toys & Games,9 penjual,,"10,521",IDR 283271.225
KFB08H9M7LDY,,51 penjual,4.9,"16,236",IDR 819617.25
KFB07WJS3QDX,Electronics,1 Penjual,4.7,"83,773",
KFB07JCJMPVN,,2 yg jual,4.6,"66,237",208067.7475 rupiah
KFB08L8Y43C4,,2 penjual,4.6,"5,764",215544.9575
KF735211299,Books,1 yg jual,4.8,"46,062",
KFB07SV3K1H5,"Clothing, Shoes & Jewelry",,4.4,"9,455",316199.70749999996
KFB015CCR1FW,,26 Penjual,4.7,"18,449",287441.20749999996 rupiah
KFB07HCZ7LPW,Video Games,,4.8,"16,562",704439.4575 Rupiah
KF1483815854,Books,1 yg jual,4.6,,IDR 143504.915
KFB08644FKP1,Camera & Photo,,4.3,"3,238",503129.9575
KFB078J21W75,Gift Cards,,4.8,"8,274",359481.25 rupiah
KFB07RRDR4PQ,Camera & Photo,5 penjual,4.5,,459992.20749999996 Rupiah
KFB009CTUHOY,"Clothing, Shoes & Jewelry",2 Penjual,4.5,,332592.0525 rupiah
KFB086QXHQ77,,3 Penjual,4.5,"9,810",373716.70749999996
KFB072F9T6VX,,1 penjual,4.9,"50,571",287585.0 Rupiah
KFB08DF248LD,Video Games,59 yg jual,4.7,,704583.25 Rupiah
KFB097CJZ9TL,Toys & Games,1 Penjual,,"1,353",42993.957500000004 Rupiah
KFB07X1QPRYQ,,4 penjual,4.4,22,429939.57499999995 Rupiah
KFB0078EPRVS,Gift Cards,1 penjual,,"7,128",718962.5 rupiah
KFB07TLL1H7F,,1 Penjual,4.8,"721,690",IDR 718962.5
KFB086DL32R3,,1 penjual,4.4,"54,100",2588121.2075
KFB082KWD94W,Camera & Photo,7 penjual,4.3,"2,246",
KFB007YCMCIA,,16 yg jual,4.6,"15,871",143648.7075 Rupiah
KFB07SL6ZXBL,Video Games,52 yg jual,4.9,,532032.25 rupiah
KFB07VLXKZ33,Camera & Photo,5 yg jual,4.8,,990155.155
KFB07CJWMX3C,"Clothing, Shoes & Jewelry",1 penjual,,"73,812",IDR 194119.875
KF1338680455,Books,1 Penjual,4.9,,105831.28 Rupiah
KFB07SBX48TY,Video Games,27 penjual,,"23,265",575026.2075
KFB00DW1JT5G,,5 yg jual,4.6,"21,200",215544.9575 Rupiah
KFB082PN4WNT,"Clothing, Shoes & Jewelry",1 Penjual,4.1,,286866.0375
KFB073WLZFHP,"Clothing, Shoes & Jewelry",2 Penjual,,"27,054",270329.9 rupiah
KFB07YGZL8XF,Electronics,32 yg jual,4.8,"7,116",
KFB085KTQKNC,Toys & Games,27 penjual,4.8,"69,971",
KFB08F2NKCTZ,,5 Penjual,4.7,"49,613",215401.165
KFB0872DGGBX,"Clothing, Shoes & Jewelry",3 penjual,4.7,,IDR 218277.01499999998
KFB07HJD9FVV,Gift Cards,,4.7,"8,756",2975785.7874999996 rupiah
KFB07978J597,Electronics,1 Penjual,4.6,"36,144",
KFB08ZKYS7XT,Gift Cards,1 penjual,4.8,"721,690",
KFB0897VN3F2,"Clothing, Shoes & Jewelry",,4.2,"14,223",229924.2075
KFB08WW82716,Video Games,16 Penjual,3.3,,IDR 861029.49
KFB08D98BDT5,"Clothing, Shoes & Jewelry",7 yg jual,4.5,"5,071",
KFB07GBZ4Q68,Video Games,33 penjual,4.7,,546267.7075 Rupiah
KFB07TS96J7Q,,2 Penjual,4.7,"12,902",359337.45749999996 Rupiah
KFB00PI5FFJS,"Clothing, Shoes & Jewelry",2 penjual,4.5,"20,739",
KFB07H8WS1FT,,1 yg jual,4.6,"181,205",1437781.2075
KFB07GH7JZ91,Gift Cards,1 Penjual,4.7,"2,954",
KFB07SK4W1VJ,Video Games,68 yg jual,4.8,,IDR 690204.0
KFB00JM5GW10,Toys & Games,6 penjual,4.7,,114890.2075 Rupiah
KFB091N43KTX,Electronics,1 Penjual,4.7,,718818.7075 rupiah
KFB08FC5L3RG,Video Games,1 yg jual,4.9,,172551.0 Rupiah
KFB07MVZZV3G,Electronics,7 Penjual,,"39,828",373716.70749999996
KFB00000DMF5,Toys & Games,25 penjual,4.6,,186786.4575 rupiah
KFB000HTILV4,"Clothing, Shoes & Jewelry",2 Penjual,4.6,"58,537",
KFB0758L64L9,Electronics,1 Penjual,4.6,"23,741",
KFB08FMM86JN,Camera & Photo,2 penjual,,"1,348",431233.70749999996
KFB07QKXM2D3,Camera & Photo,,4.4,"20,546",IDR 431233.70749999996
KFB08F6DWKQP,Electronics,1 penjual,4.5,,2588121.2075 Rupiah
KFB01CW4BVU4,Camera & Photo,3 Penjual,4.3,"6,008",
KFB07SQZ3GJG,Video Games,1 penjual,4.8,"16,122",
KFB088GH4X9W,,1 yg jual,4.6,"3,767",143792.5 rupiah
KFB094TCDJWC,Books,1 Penjual,3.5,5,
KFB07SL6ZXBL,,52 Penjual,4.9,"52,003",532032.25 rupiah
KFB085NRF1FR,"Clothing, Shoes & Jewelry",1 Penjual,4.0,,158027.9575 rupiah
KFB01MG2163Y,Toys & Games,3 yg jual,4.8,,359337.45749999996 rupiah
KFB08J5Q255V,Electronics,,4.9,"44,087",4299395.75 Rupiah
KFB07X81M2D2,Camera & Photo,1 penjual,4.4,"5,117",
KFB089DR29T6,Electronics,1 penjual,4.7,,359337.45749999996 Rupiah
KFB095NWYQBC,Electronics,1 penjual,5.0,4,
KFB07TMNH4N1,Gift Cards,,4.8,"91,384",718962.5 rupiah
KFB00BWDH3VS,Gift Cards,,4.8,"721,689",IDR 718962.5
KFB01FSCQ1IY,"Clothing, Shoes & Jewelry",5 yg jual,4.5,,281833.30000000005 rupiah
KFB074JT3698,Electronics,,4.5,"10,583",IDR 1725366.2075
KFB07PWNL9X2,"Clothing, Shoes & Jewelry",,4.6,"32,030",364513.98750000005 rupiah
KFB086DKGCFP,Electronics,1 penjual,4.4,,5463971.2075000005 Rupiah
KFB07FSDTB22,"Clothing, Shoes & Jewelry",,4.6,"43,986",IDR 210368.42750000002
KFB086QXHQ77,Camera & Photo,3 Penjual,4.5,"9,810",
KFB00Z0UWV98,Video Games,,4.6,"8,661",IDR 3220808.2075
KFB079JD7F7G,Electronics,36 Penjual,4.5,"50,866",
KFB086VRY8GZ,,1 penjual,4.6,"5,826",4026046.2075 rupiah
KFB07GB2T125,Camera & Photo,5 penjual,3.4,,IDR 574882.4149999999
KFB07RRDR4PQ,,5 yg jual,4.5,"3,151",459992.20749999996
KF528023780,,1 yg jual,4.7,514,216407.71250000002
KFB09138R2XM,Toys & Games,,4.4,"2,437",IDR 273061.95749999996
KFB07CJWMX3C,"Clothing, Shoes & Jewelry",1 Penjual,4.6,,194119.875 rupiah
KFB08YSYKBLV,Electronics,1 penjual,4.8,,862611.2075 rupiah
KFB07SG15148,Video Games,50 penjual,,"18,643",718099.745 Rupiah
KFB01N3ASPNV,Video Games,4 penjual,4.8,,86131.7075
KFB07VGRJDFY,Video Games,214 penjual,,"84,166",4313631.2075000005 Rupiah
KFB08FHS3W9X,,2 Penjual,4.3,"3,534",718818.7075 rupiah
KF374300216,,1 Penjual,4.8,"49,824",63843.87 Rupiah
KFB06X6HSVDY,,1 yg jual,4.8,"721,690",718962.5 rupiah
KF1589255518,Books,,4.9,"36,207",60680.435
KFB00O15486W,,1 Penjual,4.8,"3,913",431233.70749999996 Rupiah
KFB07NXDJ52C,Toys & Games,4 yg jual,4.8,"22,690",
KFB08LQRKGPP,"Clothing, Shoes & Jewelry",2 yg jual,,"1,302",344958.20749999996 rupiah
KFB072F9T6VX,Gift Cards,1 Penjual,4.9,,287585.0
KFB07R5YH7YN,Camera & Photo,1 yg jual,,"3,940",1222092.4575 rupiah
KFB07CLMP15H,Gift Cards,1 Penjual,4.8,"721,690",
KFB08ZNQN1FP,Video Games,13 penjual,4.6,279,
KFB00BWDH3VS,Gift Cards,1 penjual,4.8,,718962.5 Rupiah
KFB07X3LSNMQ,Gift Cards,1 Penjual,4.8,"91,384",
KFB07MB4HN9X,Gift Cards,,4.8,"721,690",718962.5
KFB08FQG96RP,Video Games,19 penjual,4.5,"10,650",
KFB08LQRKGPP,"Clothing, Shoes & Jewelry",2 yg jual,,"1,302",344958.20749999996
KFB08F58MXQG,Electronics,1 yg jual,4.8,,287441.20749999996 Rupiah
KFB0763VZ9Z7,Gift Cards,1 Penjual,4.9,,IDR 359481.25
KFB08JPHW2MZ,"Clothing, Shoes & Jewelry",1 Penjual,4.6,"26,316",
KFB07X81M2D2,Camera & Photo,1 yg jual,4.4,"5,117",
KF1589255518,Books,1 Penjual,4.9,,60680.435 rupiah
KFB07WYVVSKB,Gift Cards,1 yg jual,4.8,,718962.5 rupiah
KFB08DXXS6Q7,Gift Cards,,4.8,"22,185",359481.25 Rupiah
KFB081RJ8DW1,Electronics,10 Penjual,,"21,080",1437781.2075 rupiah
KFB01FIS7AU6,,1 Penjual,4.8,"91,384",IDR 718962.5
KFB01I21GQH4,"Clothing, Shoes & Jewelry",23 penjual,,"20,837",99216.82500000001
KF1984806750,Books,,4.4,"4,596",143792.5 rupiah
KFB07GRM747Y,Video Games,8 yg jual,,"85,834",IDR 287441.20749999996
KFB07R2CNSTK,Toys & Games,4 penjual,,"15,839",345102.0
KFB07PF1Y28C,Electronics,1 Penjual,4.7,,1150196.2075 rupiah
KFB07TWFVDWT,,37 yg jual,4.6,"95,064",2286300.75 Rupiah
KFB08F6WL18F,,1 penjual,4.8,"721,690",718962.5 rupiah
KFB07YQL38L7,Gift Cards,,4.8,"721,690",718962.5
KFB072M34RQC,Electronics,25 yg jual,4.7,,1797262.4575 Rupiah
KFB08F6L6HVP,Electronics,1 yg jual,4.5,"1,228",
KFB07GPFDL1K,Electronics,4 Penjual,4.5,,244303.4575 Rupiah
KFB07WYVVY2Z,,1 yg jual,4.8,"91,384",718962.5
KFB08V5HLHN3,Camera & Photo,,4.7,965,862611.2075 Rupiah
KFB01N3ASPNV,Video Games,4 Penjual,4.8,,IDR 86131.7075
KFB07GBZ4Q68,Video Games,33 penjual,4.7,,IDR 546267.7075
KFB07TLL1H7F,Gift Cards,,4.8,"721,690",IDR 718962.5
KFB08RBHL3HW,"Clothing, Shoes & Jewelry",,4.3,"13,577",335755.48750000005 Rupiah
KFB07RMC5BRL,,41 Penjual,4.4,"15,971",575026.2075
KFB07CXG6C9W,,1 penjual,4.6,"110,685",1869158.7075
KF1524798657,Books,1 Penjual,4.3,,241571.40000000002 Rupiah
KFB00005C5H4,,10 penjual,4.8,"63,879",71752.4575 Rupiah
KFB071WLRPXT,"Clothing, Shoes & Jewelry",,4.9,"17,965",240133.47499999998
KFB00BWDH3VS,,1 penjual,4.8,"721,689",IDR 718962.5
KFB00XKYM3WQ,"Clothing, Shoes & Jewelry",1 yg jual,,"28,178",328709.65499999997 rupiah
KFB08F3C99KN,Gift Cards,1 penjual,4.8,"22,185",
KFB084DCJKSL,Electronics,,4.7,314,1869158.7075 Rupiah
KFB07HZJ64WD,Electronics,,4.6,"395,831",862611.2075
KFB016YKIBHS,"Clothing, Shoes & Jewelry",27 Penjual,4.5,,75922.44 Rupiah
KFB00005C5H4,,10 Penjual,4.8,"63,879",IDR 71752.4575
KFB086QN7BBQ,"Clothing, Shoes & Jewelry",1 Penjual,4.8,"55,550",
KFB084RPZD6T,Video Games,20 penjual,,"16,510",431233.70749999996
KFB08PBS4M26,Video Games,2 Penjual,4.8,,IDR 316199.70749999996
KFB08KGV5MZD,Toys & Games,1 yg jual,,"3,051",60249.0575 Rupiah
KF1501161938,Books,1 penjual,4.6,"19,083",
KFB0874YZVWK,Electronics,,4.6,"10,691",1581573.7075
KFB089DR29T6,Electronics,1 penjual,4.7,,359337.45749999996 Rupiah
KFB086VR9J8Q,Electronics,1 yg jual,,"17,175",3882253.7075
KFB08R5LZYDW,Camera & Photo,1 penjual,,39,IDR 287441.20749999996
KFB08B186P6J,"Clothing, Shoes & Jewelry",1 yg jual,4.5,,IDR 316199.70749999996
KFB086DKGCFP,,1 yg jual,4.4,"54,100",IDR 5463971.2075000005
KFB08RBHL3HW,"Clothing, Shoes & Jewelry",2 Penjual,4.3,"13,577",
KFB08TC5RGSX,Camera & Photo,2 Penjual,,96,431233.70749999996 Rupiah
KFB07Y693ND1,,22 penjual,4.7,"26,056",IDR 375729.8025
KFB08F6B347L,Electronics,1 Penjual,4.5,"1,228",
KFB06XWXTWXT,Gift Cards,1 Penjual,4.8,"721,690",
KFB07W7FLKRW,Toys & Games,2 yg jual,,"7,731",359481.25
KFB01CW4AR9K,Camera & Photo,2 yg jual,,"47,254",IDR 323389.33249999996
KFB01JQSONCC,Gift Cards,1 yg jual,4.9,,287585.0
KFB00PI5FFJS,,2 penjual,4.5,"20,739",IDR 287441.20749999996
KFB07TMJ1R3X,Electronics,1 yg jual,4.6,,1293988.7075 Rupiah
KFB07GF4JCDY,Camera & Photo,8 penjual,4.7,,558777.655 rupiah
KFB07WJS3QDX,Electronics,1 Penjual,4.7,,IDR 2012951.2075
KF679805273,Books,1 Penjual,4.9,"27,317",
KFB08PFDP55G,Camera & Photo,2 Penjual,4.6,241,
KFB00YXO5U40,Video Games,10 yg jual,4.4,,358762.2875
KFB08Z78WMGS,Camera & Photo,2 Penjual,4.4,,575026.2075 rupiah
KF1984806734,Books,1 penjual,4.4,,105831.28 Rupiah
KFB07SG15148,Video Games,50 yg jual,,"18,643",718099.745 Rupiah
KFB07GF4JCDY,Camera & Photo,8 Penjual,4.7,,558777.655 rupiah
KFB072M34RQC,Electronics,25 yg jual,,"23,209",1797262.4575 rupiah
KFB08YSYKBLV,Electronics,1 yg jual,4.8,"78,639",
KFB07GTDRNKD,Toys & Games,4 yg jual,,"24,685",128981.87250000001 rupiah
KFB07XV4NHHN,Video Games,214 penjual,,"22,209",IDR 690204.0
KFB00000IZJB,Toys & Games,56 Penjual,,"22,385",215257.3725
KF735219109,Books,1 penjual,,"136,310",IDR 143504.915
KFB07T5DTPHL,"Clothing, Shoes & Jewelry",,4.0,"6,882",258682.7075 Rupiah
KFB09197N995,Toys & Games,,4.8,"9,121",129269.4575
KFB00IX1I3G6,Gift Cards,1 Penjual,,"313,938",718962.5 rupiah
KFB079QHML21,Electronics,1 Penjual,4.7,,575026.2075 rupiah
KFB07WJS3QDX,Electronics,1 Penjual,,"83,773",2012951.2075 Rupiah
KFB08RBHL3HW,"Clothing, Shoes & Jewelry",,4.3,"13,577",335755.48750000005 Rupiah
KFB08DXD8LSR,Camera & Photo,2 penjual,,"1,661",1437781.2075
KFB001MY20X8,Toys & Games,4 yg jual,,"11,833",71752.4575 rupiah
KF62315005,,1 Penjual,4.7,"60,753",127831.5325 Rupiah
KF593139135,Books,,4.7,"40,324",243728.28749999998 Rupiah
KFB08R5LZYDW,Camera & Photo,1 yg jual,,39,287441.20749999996
KF1984801252,Books,,4.6,"50,802",201021.915 rupiah
KFB07WNS1ZRY,"Clothing, Shoes & Jewelry",18 penjual,,"16,993",114890.2075 Rupiah
KFB0922WX37L,Toys & Games,1 yg jual,4.8,"20,399",
KF9387779262,,1 Penjual,4.6,"28,050",228054.905
KF1623157900,Books,1 penjual,4.5,"6,526",
KFB06ZY43PDR,Gift Cards,,4.9,"26,102",718962.5
KFB018HB2QFU,Toys & Games,16 yg jual,,"28,041",IDR 158027.9575
KFB08CVSNRRG,,3 Penjual,4.6,"1,568",IDR 129269.4575
KFB08DXD8LSR,Camera & Photo,2 Penjual,4.5,"1,661",
KFB07FT8XLFS,,1 Penjual,4.4,"13,828",113308.49
KFB084J4KNDS,Electronics,1 Penjual,,"267,821",646922.4575 rupiah
KFB071R1XTGS,"Clothing, Shoes & Jewelry",2 Penjual,,"43,976",IDR 257388.57499999998
KFB0758L64L9,Electronics,1 Penjual,,"23,741",2875706.2075 Rupiah
KF1400217075,Books,1 Penjual,4.7,,IDR 263859.23750000005
KFB07CG4DYNH,Gift Cards,1 penjual,4.8,,718962.5 Rupiah
KFB07RX6FBFR,Video Games,1 penjual,,"70,218",359481.25
KF1984801252,Books,1 yg jual,4.6,,201021.915 Rupiah
KFB00KRYLG7U,"Clothing, Shoes & Jewelry",37 penjual,4.3,,62262.152500000004 Rupiah
KFB077ZKF9ZN,"Clothing, Shoes & Jewelry",,4.6,"138,451",IDR 229636.6225
KFB07Y693ND1,,22 Penjual,4.7,"26,056",375729.8025
KFB07H8WS1FT,Electronics,1 Penjual,4.6,,1437781.2075 Rupiah
KFB06XWNQGD4,,2 penjual,4.5,"19,038",228630.075 rupiah
KFB07HCZ7LPW,,77 yg jual,4.8,"16,562",704439.4575 Rupiah
KFB084J4KNDS,Electronics,1 Penjual,4.7,"267,821",
KFB08D98BDT5,"Clothing, Shoes & Jewelry",7 Penjual,,"5,071",IDR 229924.2075
KFB095NWYQBC,Electronics,1 yg jual,5.0,,143504.915
KFB08FHS3W9X,Camera & Photo,2 yg jual,,"3,534",IDR 718818.7075
KFB01FIS88SY,Gift Cards,1 yg jual,4.8,"721,690",
KFB07TNQSH4J,Gift Cards,1 penjual,,"91,384",718962.5
KFB08DFB488B,Video Games,42 Penjual,4.7,"9,570",
KF805047905,Books,,4.9,"31,056",IDR 71896.25
KFB089D4BNRY,,2 Penjual,4.7,"1,125",244303.4575 Rupiah
KFB06WD843ZM,Camera & Photo,,4.2,"7,628",330578.95749999996
KFB078GZM4H8,Video Games,56 penjual,4.8,,57373.207500000004 Rupiah
KFB07F15CV12,Video Games,1 yg jual,4.8,,IDR 287441.20749999996
KFB07BMLS2BT,,1 penjual,4.6,"2,605",215688.75
KFB00AR51Y5I,Gift Cards,1 yg jual,4.9,,359481.25 rupiah
KFB07WYVVSKB,Gift Cards,1 penjual,,"721,690",718962.5
KFB0897VN3F2,"Clothing, Shoes & Jewelry",1 Penjual,4.2,"14,223",
KFB07C5VV4PD,Gift Cards,1 yg jual,4.8,,718962.5
KFB09138R2XM,Toys & Games,1 yg jual,,"2,437",273061.95749999996 Rupiah
KF593135202,Books,1 penjual,4.7,"16,058",
KFB07LF27WBQ,"Clothing, Shoes & Jewelry",1 Penjual,,"53,435",287441.20749999996 rupiah
KFB08F6L6HVP,Electronics,1 penjual,4.5,,2156743.7075
KFB001E1Y5O6,Electronics,,4.8,"21,563",179596.8325 Rupiah
KFB07TWFVDWT,,37 penjual,4.6,"95,064",IDR 2286300.75
KFB0148NNKTC,Electronics,16 Penjual,,"42,694",1869158.7075 rupiah
KFB08J5Q255V,Electronics,5 penjual,4.9,"44,087",
KFB07MBW6JNL,,2 Penjual,4.6,"15,178",100510.9575 Rupiah
KFB07PWNL9X2,"Clothing, Shoes & Jewelry",3 yg jual,4.6,"32,030",
KFB07X3LSNMQ,,1 Penjual,4.8,"91,384",718962.5 rupiah
KFB07X1YLC2L,Camera & Photo,7 penjual,3.9,,416854.45749999996 Rupiah
KFB07P6MZPK3,Toys & Games,,4.9,"31,390",143648.7075 Rupiah
KFB0829WGK49,Camera & Photo,3 penjual,,"2,083",431233.70749999996 rupiah
KF735211299,Books,,4.8,"46,062",172263.415 Rupiah
KFB07T5DTPHL,"Clothing, Shoes & Jewelry",1 penjual,,"6,882",258682.7075
KFB08T7FQ9P1,Camera & Photo,,3.3,272,431233.70749999996 Rupiah
KFB01IE42ST4,Gift Cards,1 yg jual,4.9,,IDR 215688.75
KFB08TLVJQRZ,Toys & Games,6 penjual,4.8,,85987.91500000001
KFB07MB4HN9X,Gift Cards,1 yg jual,4.8,"721,690",
KFB00PKNO7LK,Toys & Games,9 penjual,,"21,781",IDR 357755.74
KFB08FC5L3RG,,1 yg jual,4.9,"19,869",IDR 172551.0
KF1589255518,Books,1 Penjual,4.9,,60680.435 rupiah
KFB085KTQKNC,Toys & Games,27 penjual,4.8,"69,971",
KF345816021,Books,1 penjual,,"39,501",215544.9575
KFB016YKIBHS,"Clothing, Shoes & Jewelry",,4.5,"29,598",IDR 75922.44
KFB08YT2N5SX,,1 Penjual,4.7,"267,821",718818.7075 Rupiah
KFB08F6B347L,,1 yg jual,4.5,"1,228",IDR 2156743.7075
KFB07WNS1ZRY,"Clothing, Shoes & Jewelry",18 Penjual,4.6,"16,993",
KFB07H331J4R,Toys & Games,3 penjual,,"12,137",IDR 402475.20749999996
KFB08BNVQDWT,Electronics,2 penjual,,"43,363",539221.875 rupiah
KFB01IE42ST4,Gift Cards,,4.9,"8,636",IDR 215688.75
KFB08F6L6HVP,Electronics,1 yg jual,,"1,228",2156743.7075 Rupiah
KFB089DR29T6,Electronics,1 yg jual,4.7,,359337.45749999996 Rupiah
KF805047905,Books,1 Penjual,,"31,056",71896.25
KFB08CNFLLH5,Camera & Photo,1 yg jual,,178,IDR 1265374.0
KF358423880,Books,,4.5,128,IDR 295781.1725
KFB08S36GM4B,Camera & Photo,2 penjual,4.7,,575026.2075
KFB01JQSONCC,Gift Cards,1 Penjual,,"50,571",287585.0 rupiah
KF735219109,,1 yg jual,4.8,"136,310",143504.915
KFB004RMK57U,Video Games,1 yg jual,4.8,,359337.45749999996 rupiah
KFB07TWFVDWT,Electronics,,4.6,"95,064",IDR 2286300.75
KFB07MF93X2Q,"Clothing, Shoes & Jewelry",1 Penjual,,"29,552",718243.5375000001 rupiah
KFB06XWNQGD4,"Clothing, Shoes & Jewelry",2 penjual,4.5,"19,038",
KFB07T5DTPHL,"Clothing, Shoes & Jewelry",1 yg jual,,"6,882",258682.7075 rupiah
KFB07WNS1ZRY,"Clothing, Shoes & Jewelry",,4.6,"16,993",114890.2075 Rupiah
KFB07MBW6JNL,Toys & Games,2 yg jual,4.6,"15,178",
KFB07W7FLKRW,Toys & Games,,4.7,"7,731",359481.25 rupiah
KFB07FZ8S74R,Electronics,1 yg jual,4.7,,IDR 503129.9575
KFB07RQSTQR9,"Clothing, Shoes & Jewelry",1 penjual,,"8,269",IDR 143648.7075
KFB08CVSNRRG,Toys & Games,3 penjual,4.6,,IDR 129269.4575
KFB00ABA0ZOA,Toys & Games,,4.8,"51,496",IDR 122079.8325
KFB0101BQV2I,,2 penjual,4.1,"66,914",172407.2075 Rupiah
KFB086VRY8GZ,Electronics,1 Penjual,4.6,"5,826",
KFB07WFLBX6Q,Electronics,1 yg jual,4.7,,2012951.2075 Rupiah
KFB071R1XTGS,"Clothing, Shoes & Jewelry",2 yg jual,,"43,976",257388.57499999998 Rupiah
KFB08F4YKCBR,Camera & Photo,1 Penjual,4.3,889,
KFB07F981R8M,Electronics,15 yg jual,4.6,"55,688",
KFB07GB2T125,Camera & Photo,5 penjual,,"3,841",574882.4149999999 rupiah
KFB00XKYM3WQ,,1 Penjual,4.6,"28,178",328709.65499999997
KFB07G2YR23M,Camera & Photo,1 penjual,4.6,"42,047",
KFB0749FWLTP,"Clothing, Shoes & Jewelry",1 yg jual,,"65,780",124811.89 rupiah
KFB07MDR5TG9,Gift Cards,1 Penjual,4.8,"721,690",
KFB07RZ74VLR,Video Games,1 Penjual,4.5,,143792.5 rupiah
KF593139135,Books,1 Penjual,,"40,324",243728.28749999998 Rupiah
KFB086DL32R3,Electronics,1 Penjual,4.4,"54,100",
KFB004RMK5QG,Video Games,1 Penjual,4.8,"44,591",
KFB08CXM6QNM,Camera & Photo,8 penjual,4.3,"4,800",
KFB07FF4VHV9,"Clothing, Shoes & Jewelry",1 penjual,4.2,,287441.20749999996
KFB07HCZ7LPW,Video Games,77 yg jual,4.8,"16,562",
KFB0145WHDQ2,Gift Cards,1 Penjual,,"721,690",IDR 718962.5
KFB01N5TMK8I,Gift Cards,1 Penjual,,"20,874",IDR 790139.7875000001
KFB079QHML21,,1 penjual,4.7,"640,721",575026.2075 Rupiah
KFB08JPHW2MZ,"Clothing, Shoes & Jewelry",1 Penjual,,"26,316",196708.13999999998 Rupiah
KFB07MYYV9K1,Camera & Photo,2 penjual,,"3,218",IDR 229924.2075
KFB085KTQKNC,Toys & Games,27 Penjual,,"69,971",IDR 181178.55
KF593135202,Books,,4.7,"16,058",208355.3325
KF1501128035,Books,1 Penjual,4.5,,121504.66249999999 rupiah
KFB001E1Y5O6,Electronics,5 yg jual,4.8,"21,563",
KFB01H5PPQYM,Gift Cards,,4.9,"5,827",359481.25 Rupiah
KFB07P76HM3B,,1 penjual,4.8,"91,384",718962.5 Rupiah
KFB08LQRKGPP,,2 penjual,4.5,"1,302",IDR 344958.20749999996
KFB000KI111Y,Toys & Games,,4.7,"25,091",790714.9575
KFB01CDCG4KM,,2 penjual,4.6,"20,621",287441.20749999996
KFB08PQ64VFJ,Gift Cards,,4.6,"3,098",459992.20749999996
KFB07MRMHML9,Video Games,8 Penjual,4.4,"4,597",
KFB07X27VK3D,,1 yg jual,4.5,"111,650",934507.4574999999 Rupiah
KFB086FN63NM,Gift Cards,,4.8,"721,690",718962.5 rupiah
KFB08TC5RGSX,,2 Penjual,3.6,96,431233.70749999996 Rupiah
KFB08XN821N5,,1 Penjual,4.8,"18,647",143504.915
KFB0758L64L9,Electronics,1 Penjual,4.6,"23,741",
KFB07PWDYF5J,Toys & Games,1 yg jual,4.7,,258682.7075 rupiah
KFB07GTDRNKD,Toys & Games,,4.8,"24,685",IDR 128981.87250000001
KFB07YQMVKY6,Toys & Games,,4.6,277,IDR 57373.207500000004
KFB00000IVAK,Toys & Games,56 Penjual,4.9,"17,829",
KFB07ZDX292M,Gift Cards,1 yg jual,,"9,182",IDR 359481.25
KFB004LLIKVU,,1 penjual,4.8,"721,690",718962.5
KFB07FCJNX46,Camera & Photo,2 penjual,,935,IDR 1150196.2075
KFB07WVFCVJN,Electronics,27 yg jual,4.8,,409521.04
KFB00F4CEWOY,Video Games,,4.7,"117,579",287585.0
KFB08S34FZKM,"Clothing, Shoes & Jewelry",1 Penjual,4.4,,273061.95749999996
KFB010TQY7A8,,3 yg jual,4.7,"46,860",71752.4575 rupiah
KFB07CLMP15H,Gift Cards,1 penjual,,"721,690",718962.5 rupiah
